LFPR,unemployment_rate,salary_expectation
63.49,20.18,12340
28.05,17.57,32758
46.25,16.78,22343
31.62,33.97,11977
48.77,17.0,22793
50.66,29.23,10125
59.24,13.25,32651
48.41,20.68,45128
66.37,22.45,18985
46.42,24.54,30445
47.75,14.93,42818
39.01,13.37,40641
47.69,20.62,11047
51.91,21.32,27166
31.15,28.12,44895
38.8,28.61,16178
51.12,23.81,7832
39.68,24.78,32634
41.8,21.09,24878
60.22,12.87,7311
61.77,24.38,27011
45.92,27.62,27805
51.21,17.17,18177
52.63,24.08,14578
50.22,14.43,14244
40.8,26.81,26222
47.23,28.0,32360
54.16,26.9,18962
63.22,21.87,19977
49.56,22.61,10157
45.42,16.0,29715
45.46,29.05,19515
38.61,27.29,36930
40.98,21.29,46951
48.52,23.22,36864
35.49,33.67,8524
44.59,18.08,45742
41.91,23.28,15846
51.13,25.22,11509
35.4,36.43,43398
66.94,18.22,26470
54.45,27.91,5583
67.55,21.88,45958
55.09,21.74,11685
57.5,21.97,44718
49.72,21.72,25698
64.22,18.1,9462
44.92,31.99,36856
54.87,24.88,33782
29.46,14.06,29372
34.22,24.97,23973
36.61,17.07,33297
46.29,36.75,29355
34.99,28.93,42820
40.38,23.08,40716
57.0,10.88,18355
34.14,33.61,6707
60.4,24.24,11384
47.32,13.68,11392
45.82,11.88,8664
49.84,30.04,39772
52.27,15.81,49372
42.33,21.59,36483
61.6,32.08,18713
30.5,30.31,35049
33.79,17.71,13798
34.22,27.51,31914
40.66,16.98,11057
60.78,17.24,15583
64.37,19.34,28252
56.55,19.66,18197
25.32,18.81,16298
24.67,23.98,14674
49.39,32.98,28050
35.59,17.25,16357
34.7,25.8,27260
49.67,16.08,38951
25.9,32.37,42238
58.52,15.04,39389
55.67,20.35,48208
61.59,27.93,37651
59.48,29.55,37487
63.66,14.88,35486
41.68,23.3,30812
49.0,18.52,9132
29.79,37.59,29646
53.09,18.19,6062
47.24,16.42,38454
64.17,33.67,48779
57.93,16.08,12517
42.62,39.1,36217
57.83,14.53,8437
43.67,18.24,40900
45.47,23.8,12225
54.29,33.5,16422
38.57,22.85,13744
48.79,23.4,16459
45.61,25.84,16355
58.07,27.61,15008
50.23,24.74,38078
51.89,20.49,25825
44.53,16.7,47725
53.33,21.7,30917
49.52,29.99,23907
63.19,32.4,34728
45.9,23.4,22178
44.53,12.82,25778
47.38,30.16,36945
40.19,18.06,40903
44.05,24.94,11766
40.67,13.69,27120
58.21,22.05,30999
46.81,27.4,21036
44.93,11.02,26415
39.14,15.77,9474
59.14,21.75,22342
36.38,24.36,13586
57.47,16.26,41536
44.87,12.44,29274
49.3,33.42,34530
45.39,21.94,36678
36.56,19.69,19565
61.75,24.37,6657
48.84,15.93,22526
39.48,19.1,36949
38.01,29.66,19249
53.63,28.06,11171
47.06,18.36,16519
47.63,25.45,7404
60.24,21.68,10212
29.95,21.94,21301
51.32,21.34,48330
34.26,31.28,35156
54.5,24.92,21512
41.26,24.42,48139
34.31,18.59,12122
36.44,16.13,26275
48.13,21.88,38637
66.63,17.62,48040
50.86,29.52,10767
32.74,34.27,11922
49.82,27.69,30236
60.18,18.71,20266
42.19,18.1,30176
50.08,23.3,33607
28.79,26.52,44289
57.71,15.38,39767
39.22,17.84,6160
35.86,23.95,40145
51.15,21.14,5782
40.6,21.85,9466
52.01,29.63,40918
37.59,31.44,11777
58.1,13.04,14152
41.64,32.67,41273
62.95,22.99,14775
46.01,19.79,44274
39.81,22.29,39785
34.19,34.02,8070
38.32,20.09,21577
44.61,18.91,14087
48.26,19.68,47702
39.02,19.23,8976
43.37,37.23,34114
31.29,20.26,13497
54.74,14.38,19478
39.65,26.47,39401
40.45,27.26,15252
51.27,15.3,36638
55.31,19.19,12304
26.4,18.33,44598
46.9,21.33,8249
37.23,20.58,46596
41.17,20.11,49298
46.95,13.88,22463
54.26,24.56,13729
31.16,20.0,13496
44.41,20.34,48508
63.33,30.23,46480
27.43,25.93,43774
51.49,13.37,26643
48.82,32.9,34246
45.96,14.85,31940
34.55,18.11,46535
39.99,33.76,12942
36.36,34.19,5139
56.89,24.3,30316
61.5,20.37,11329
31.85,31.98,9068
61.78,20.03,23357
45.63,22.95,47803
40.84,21.0,19610
41.79,14.52,8883
60.04,18.01,15611
49.27,23.54,45083
50.65,33.36,30168
40.21,19.42,11699
50.84,22.34,31864
63.58,17.09,23825
56.64,24.34,46193
56.74,28.98,44921
59.49,18.39,14782
33.14,17.21,45034
31.62,12.47,21871
37.98,28.5,33643
39.22,22.62,30357
51.07,14.52,44363
53.04,14.48,38154
51.69,26.69,14272
42.84,35.76,25343
58.49,18.32,47420
55.25,27.67,38551
60.9,24.05,35565
35.4,35.06,28206
49.38,35.35,26979
56.7,17.46,43788
57.71,17.96,10045
37.31,12.89,17922
56.39,18.14,36441
59.03,32.82,39682
47.19,19.42,42489
37.19,19.08,40198
39.64,18.04,15461
35.86,27.03,45220
51.53,31.9,16007
44.98,22.58,18752
42.47,10.33,12670
34.67,17.47,18489
48.82,11.58,13969
31.71,34.31,43162
29.78,26.17,45241
33.49,21.53,46203
51.06,18.89,41823
40.21,18.28,16040
60.28,25.66,27025
34.38,17.51,5726
34.42,13.6,39739
36.66,14.91,8527
36.13,27.13,13220
37.9,19.99,40060
55.75,27.6,21023
56.44,24.02,24192
37.41,27.19,15765
52.52,13.55,35424
42.5,17.36,42907
45.87,27.95,39877
38.29,14.53,40934
57.94,27.31,23336
38.68,33.79,31911
34.68,27.83,47815
57.02,19.01,25455
32.88,15.83,47440
36.3,27.34,21242
34.97,17.7,21573
47.16,19.97,40517
37.26,21.28,46113
44.96,24.56,15662
40.57,29.92,14877
41.04,21.73,44391
59.4,18.26,30162
51.84,32.25,39904
52.21,31.14,33253
46.37,29.58,11539
25.96,31.88,23601
43.08,27.51,28029
30.77,25.51,49192
39.5,15.59,11712
34.46,33.35,22483
43.2,30.61,40128
54.7,29.21,32936
47.21,23.11,35760
63.31,21.41,22017
50.04,33.19,20161
53.02,17.71,34415
44.89,29.08,5179
40.6,24.29,30944
47.68,32.21,36115
56.87,25.89,34211
30.49,23.13,32722
31.37,26.81,37228
57.68,15.34,31046
46.14,16.22,15593
64.73,31.33,10416
47.21,15.93,28655
29.82,33.29,46180
46.44,25.78,49840
37.27,19.22,9393
40.99,24.18,35164
37.73,27.62,13960
55.93,33.63,47662
24.19,29.37,26873
22.31,32.08,20309
51.06,21.57,25727
47.17,15.1,8130
63.49,22.08,15065
33.94,24.83,8079
44.67,32.78,46160
46.87,31.24,36682
34.27,14.93,6481
38.58,12.29,40230
61.9,13.86,29918
48.82,14.66,24410
49.14,37.7,31561
39.77,21.12,24655
47.85,19.57,8674
39.11,19.64,29164
50.41,18.99,49317
55.66,24.24,16383
58.88,19.29,48179
42.17,24.9,44435
44.36,21.04,12086
57.87,16.94,11968
57.66,20.05,42806
42.85,25.24,16946
43.98,22.1,35977
36.83,34.04,8862
39.62,27.62,49648
47.82,20.51,35085
38.6,32.27,33432
31.74,21.4,21122
47.9,21.35,9015
25.56,22.78,15660
50.41,20.23,31987
36.56,33.21,16702
56.46,22.43,23649
32.83,17.13,20692
34.92,28.7,14540
56.33,21.65,25648
48.82,13.31,30776
60.14,15.45,14299
58.98,26.24,14056
54.79,20.83,13992
39.62,16.4,28889
25.01,34.47,16217
57.13,22.4,39815
54.62,16.25,16435
49.38,13.29,25671
49.1,15.87,30996
46.47,35.4,6098
58.24,24.74,23209
52.04,17.4,48262
55.12,17.32,11775
56.84,31.08,39503
39.18,16.1,10046
65.41,30.62,16863
58.69,21.12,11233
49.92,22.84,47134
27.61,21.88,19711
39.6,21.81,14583
64.06,30.67,31607
53.32,14.62,6722
50.49,22.0,14514
47.65,29.49,49844
32.11,10.71,5279
63.16,10.05,13766
45.17,26.91,40854
40.39,30.83,37307
62.44,16.73,21344
50.09,35.47,10295
32.52,18.28,10651
54.96,17.29,11617
48.33,20.04,23855
51.72,30.34,34049
50.4,22.24,39079
34.22,26.16,37440
29.83,34.91,18971
24.69,27.64,21834
59.01,34.43,46478
48.32,36.07,8183
47.75,29.92,46948
45.88,36.54,29019
65.76,25.39,26565
42.2,12.55,34881
46.38,28.23,47580
44.07,22.47,17800
38.45,20.51,44509
40.85,22.89,30507
40.04,14.41,11333
29.14,27.06,9020
58.73,18.54,5325
49.24,16.1,8911
44.54,19.82,29264
57.52,19.89,40744
43.21,18.91,47580
54.79,15.5,27227
31.51,35.61,45659
48.1,25.42,13271
49.9,16.89,21336
66.26,30.56,5524
49.86,13.42,48897
58.22,30.74,29162
50.65,13.27,11485
35.01,18.7,46714
38.97,15.37,30030
39.82,23.59,13755
57.26,26.06,43999
32.63,26.5,17610
41.86,24.71,9638
28.84,13.9,10155
56.26,30.54,30312
28.62,19.49,9813
49.21,28.63,30216
43.12,15.13,37178
42.45,14.34,17234
63.19,13.28,19126
41.65,28.51,36617
59.21,15.18,28444
36.13,32.69,11838
28.48,31.46,27047
53.7,17.26,11850
32.12,26.87,15797
56.76,19.92,27321
38.34,11.88,8312
40.52,13.83,32090
39.11,20.63,49339
25.89,21.47,36432
42.75,14.55,23662
63.48,16.82,16252
33.77,30.95,6507
61.76,19.47,41008
60.31,27.51,18405
53.04,17.06,25257
37.94,28.06,13786
44.74,22.07,23298
38.6,17.06,45872
39.87,17.98,33491
58.56,13.46,46265
45.25,20.16,14510
31.63,34.77,30952
50.49,13.19,38041
42.83,19.22,29375
65.12,25.62,14299
33.03,30.31,10080
43.47,29.35,29379
40.86,11.72,36363
51.54,33.64,47764
52.05,24.14,37640
26.91,25.68,6348
42.25,29.78,47486
36.44,23.67,35894
38.2,33.67,36493
58.62,15.89,14511
48.1,34.07,17367
47.57,30.16,44794
52.59,22.37,31206
51.19,22.19,33082
53.02,12.07,15904
54.21,14.31,28010
44.79,23.83,26979
52.16,25.55,5642
47.5,15.03,28959
30.75,33.18,38986
35.49,23.17,41167
40.5,30.34,5103
56.05,12.82,12111
41.35,20.61,43138
41.15,17.27,42952
66.44,12.82,22568
59.54,14.2,49611
40.43,21.87,13292
38.26,22.45,8562
57.75,23.74,35946
48.91,14.04,16016
60.11,18.73,40493
39.1,30.78,17238
50.66,26.34,21192
51.3,28.22,13909
46.61,21.23,22792
41.39,14.92,19414
36.44,16.72,19386
59.31,18.79,18292
57.06,23.84,5682
40.06,26.15,5584
57.83,21.51,33480
60.88,11.33,22532
41.02,22.93,22407
59.07,15.09,48226
41.11,19.72,5792
48.95,20.57,33920
67.27,28.73,37017
56.63,19.65,41003
36.86,18.4,26549
40.17,20.89,21646
47.18,27.04,44728
39.38,19.15,48723
51.84,29.29,41478
58.74,15.5,30122
32.81,17.36,30001
46.29,24.11,36084
50.88,17.62,6568
38.46,11.29,43299
65.9,13.79,45696
41.24,18.43,45205
49.02,14.25,27721
30.27,15.53,30486
32.96,26.81,29826
42.02,19.02,30500
42.61,11.55,21556
46.49,22.75,15713
53.06,22.34,16305
51.75,13.04,33349
43.43,22.13,16227
28.92,16.18,46454
60.54,16.48,33679
43.78,18.67,48132
46.34,30.1,8505
55.25,20.09,21057
47.47,24.89,41480
40.51,21.3,25526
32.52,28.57,28554
45.81,26.86,49546
29.3,32.69,39877
60.23,21.09,23619
46.45,23.13,10124
53.05,26.45,5568
40.63,30.85,21467
62.86,19.58,47777
52.11,29.96,46243
40.2,31.25,49717
58.55,19.18,40218
45.98,30.22,31817
37.65,27.91,41934
57.87,19.72,12069
37.23,13.57,12345
31.57,20.42,47051
32.05,16.49,48939
51.82,28.69,31542
35.4,29.78,5554
60.77,14.54,33543
50.81,22.01,32005
24.7,36.27,44096
42.77,19.03,19611
51.3,17.08,20831
50.58,13.27,22200
58.72,29.39,22176
41.57,25.14,48390
61.05,23.63,20456
58.58,22.33,7368
63.58,32.88,19900
47.53,13.8,22671
39.29,36.28,36405
41.23,16.45,30224
32.82,39.05,13618
33.2,26.22,28304
58.45,17.76,19463
38.86,26.82,34805
48.33,26.46,17355
45.78,14.19,49928
57.44,24.59,33808
57.93,30.04,25509
43.34,37.88,49903
44.69,19.72,48083
56.7,26.49,24241
44.84,21.14,11832
48.31,14.41,32903
66.69,22.26,37940
38.45,36.53,49368
55.05,31.2,16366
52.16,16.21,15240
41.81,34.21,9937
61.04,20.87,38106
41.41,20.53,13265
44.86,11.9,32823
47.2,23.03,25924
52.87,20.77,49833
53.43,26.73,21676
61.58,19.96,30954
41.06,28.76,25565
48.85,24.69,21317
40.36,18.99,46812
22.31,18.32,30588
47.86,19.09,43371
47.63,29.55,32394
58.69,21.76,37703
43.62,25.11,26377
45.29,16.72,30925
37.15,26.14,13745
61.9,15.77,20976
37.9,19.15,16080
51.99,19.71,43687
67.74,13.88,28206
39.05,22.97,34480
60.18,22.63,35411
61.0,19.89,34234
44.55,18.43,45325
39.7,32.99,36058
45.43,31.46,10060
55.49,20.2,5153
51.74,13.93,45828
61.65,12.64,49033
56.53,12.48,21001
41.95,29.19,5021
53.21,21.14,32602
55.6,18.02,13989
46.8,28.17,29838
42.2,15.38,39383
46.05,14.38,37431
52.29,19.81,22182
55.27,32.6,23686
34.33,34.67,25850
56.82,33.1,12483
43.91,28.5,49375
42.7,19.05,48266
41.29,21.01,29209
36.09,25.82,7407
46.86,19.22,37413
39.09,16.82,8386
53.21,27.19,10660
29.07,15.46,35479
53.78,27.11,23112
67.32,23.1,9628
58.2,28.2,45083
39.2,23.1,12432
45.75,28.6,30633
39.32,15.17,15575
48.18,24.13,36126
49.86,28.42,31511
33.94,12.93,39855
35.55,15.28,25147
50.02,26.63,8974
66.5,14.98,22772
60.65,21.42,42260
48.15,15.28,41547
35.13,15.84,22031
33.15,18.45,43658
33.08,27.61,46142
48.24,21.28,49985
55.97,13.73,31948
39.55,26.59,28151
57.86,17.6,19529
40.31,19.22,21109
40.28,12.73,49617
52.63,26.74,26817
39.24,33.78,25924
61.54,22.42,41107
36.67,14.72,18320
43.93,14.42,21391
41.53,20.37,43776
40.59,22.8,32592
26.61,17.84,21744
41.41,16.85,23218
38.03,8.58,15907
58.24,15.12,35083
29.57,18.45,23779
38.59,18.1,42699
48.39,19.87,29262
51.04,15.55,17128
34.47,32.75,11644
50.95,17.54,39904
53.63,23.02,35667
37.69,30.12,42952
53.01,23.25,14697
61.78,21.99,22379
23.86,27.46,26390
60.72,23.75,34822
58.4,13.88,48527
60.86,19.25,24090
26.54,33.31,10525
32.85,33.74,31626
53.5,20.92,8586
44.2,13.51,22991
29.36,25.25,47672
37.93,12.45,28423
34.63,9.76,16157
54.48,19.3,7345
65.67,23.27,29885
37.82,25.02,45556
55.65,31.16,29216
52.19,15.87,35127
54.09,25.92,6858
24.3,34.93,5910
41.75,22.21,33179
26.31,39.25,34259
34.12,32.03,5862
41.2,19.51,17501
51.36,16.67,43605
55.66,20.4,46148
67.02,12.25,25736
52.39,23.67,25966
29.43,35.44,33711
53.68,12.26,37808
37.76,16.97,22742
40.28,24.43,15925
51.48,36.01,22115
51.48,33.94,41130
48.67,21.22,16249
32.87,27.56,5222
52.89,13.11,12068
44.42,20.38,16282
48.59,24.32,7879
59.15,15.91,37558
45.52,21.96,10471
38.19,19.13,37165
53.52,32.88,36020
48.99,26.5,36576
26.94,35.63,9699
65.48,16.02,46001
38.77,26.61,42751
43.98,22.55,34776
45.71,24.22,35115
41.88,21.95,13519
65.51,28.55,32051
32.54,20.59,11237
59.16,18.09,33382
33.16,21.17,8538
28.4,18.91,34840
65.9,14.29,42708
44.06,22.59,32619
49.19,17.57,19477
48.26,19.71,32538
35.65,19.08,15927
46.67,27.82,40577
44.58,13.81,46547
34.58,28.2,36704
60.17,34.55,41778
66.45,18.29,31271
37.6,28.98,15136
56.9,29.36,44258
34.9,41.85,12835
43.88,34.76,10446
42.14,16.68,25424
59.73,35.2,36932
36.63,15.84,37779
57.43,23.09,35453
35.43,27.69,13517
24.23,25.75,10190
46.3,21.92,48307
53.15,18.88,34984
39.13,21.95,42544
32.68,23.16,46161
38.71,18.01,39870
32.3,28.9,5665
57.15,27.03,39287
40.17,26.22,11611
32.41,36.03,47727
41.89,25.45,26477
61.43,19.05,24597
41.43,9.88,16355
38.41,22.93,11737
61.63,15.28,35960
35.5,30.28,33125
41.11,14.83,24011
41.12,26.38,15789
55.44,18.55,46435
49.61,19.48,36470
35.75,18.19,28265
40.12,22.31,31409
54.88,20.09,21497
43.79,17.44,30415
48.83,31.52,26321
60.25,15.97,42032
48.88,22.11,45414
41.82,24.55,33371
26.93,15.33,30208
43.16,16.79,20246
54.4,28.67,10179
28.14,34.07,46844
44.25,11.63,40531
38.95,16.41,20523
33.05,20.98,15578
59.76,37.4,6408
39.9,30.26,39127
52.96,15.16,40309
44.2,20.22,14665
50.91,25.54,43155
49.18,24.58,6168
31.85,21.49,27267
34.34,22.29,35852
58.99,36.16,11940
38.86,16.12,31095
38.59,12.37,40988
34.55,22.05,15903
44.73,20.88,42978
37.53,30.68,48795
50.63,19.91,5503
23.38,32.38,31890
46.27,13.77,13386
35.88,26.22,19704
54.93,19.28,41902
44.28,25.59,14780
42.49,30.29,29403
60.56,20.36,18834
52.42,16.04,37348
39.76,37.69,33207
41.88,27.52,47584
39.55,32.72,25890
62.51,22.96,28308
49.38,22.47,42651
52.69,16.71,23215
41.21,19.18,30356
50.81,32.58,5562
28.3,24.82,24807
40.64,21.16,25778
52.47,18.36,35178
53.98,16.9,38321
28.75,23.12,24247
62.81,21.79,22025
49.32,20.45,49563
36.73,16.72,34890
56.96,32.4,9244
35.3,30.54,34976
60.62,32.93,37753
66.32,22.52,35159
45.97,33.09,35496
52.78,22.74,10265
54.43,33.19,39098
63.58,27.16,38285
36.36,16.89,16210
55.1,13.77,43543
56.75,28.58,27407
31.46,30.18,10237
29.61,31.04,9236
52.68,15.74,38857
49.46,11.55,27629
32.09,16.95,23895
57.92,24.18,8804
38.65,27.77,43328
24.95,28.75,15429
40.5,34.6,47867
51.97,19.8,29232
39.62,24.03,8129
63.75,20.5,26735
47.46,23.9,9172
39.92,14.34,42551
36.31,26.22,31729
43.31,12.73,10540
33.21,26.6,28074
40.34,35.29,9174
60.98,21.99,34979
28.11,24.93,11128
57.5,17.89,11572
40.85,11.38,25079
54.95,27.85,33991
30.38,30.72,11104
38.69,18.32,25133
49.84,15.22,22325
38.12,19.71,12083
57.94,17.78,39713
48.75,24.66,9890
43.3,28.73,25091
52.22,17.46,20532
40.48,35.96,28512
28.1,24.77,9028
44.24,19.23,35141
22.6,32.29,9636
51.91,26.49,28149
37.55,21.44,12300
49.83,31.86,12037
53.27,27.59,38095
57.36,17.43,31887
47.32,14.62,5043
48.91,7.59,34577
60.9,24.23,11630
31.26,35.61,15437
57.47,19.64,31783
66.85,26.91,43852
50.62,14.28,33135
55.63,22.99,19892
51.21,22.07,48545
61.4,22.83,19792
55.14,27.47,45714
65.55,21.66,42786
55.79,22.01,8120
34.53,12.46,9931
39.29,6.52,22293
38.64,23.9,18529
43.03,24.46,33484
65.03,14.98,29603
54.62,21.46,15572
31.27,39.11,45447
37.16,34.51,13054
62.96,17.21,13044
60.92,24.56,7689
32.65,28.37,49742
50.18,36.11,19625
53.45,18.07,33858
39.61,10.83,28751
42.0,21.89,45526
31.42,22.92,29040
54.38,37.24,36551
58.7,11.93,20217
51.02,28.86,17799
48.81,33.52,43334
52.49,21.09,18332
36.98,22.2,22483
59.5,14.18,46121
30.52,16.89,9009
44.73,15.62,12594
48.9,33.66,44848
44.23,20.12,11541
38.21,35.92,19427
47.12,15.49,26619
36.68,25.49,8405
43.32,32.64,46360
56.05,14.64,15130
32.7,30.67,44343
31.31,24.3,23875
49.05,15.32,34887
46.85,14.12,6952
46.44,8.88,45895
46.06,28.56,30801
30.74,16.35,48712
26.72,19.38,22480
56.27,34.01,17708
50.87,17.76,24080
34.13,31.12,38275
59.65,17.23,21223
43.35,12.13,29014
47.84,21.84,40821
39.18,19.38,23146
40.41,23.53,34194
36.74,24.18,15891
64.51,29.02,34809
47.47,17.11,33951
61.24,18.06,44597
51.95,21.79,45891
40.73,19.36,30438
50.69,17.41,12243
52.37,29.14,21379
57.49,30.53,27521
54.4,11.16,8548
44.99,30.79,11686
47.18,31.5,49206
52.93,13.94,12252
60.16,23.81,46819
61.61,25.33,27632
59.52,19.91,39970
40.54,19.61,13906
34.43,13.87,15235
41.01,14.36,22805
35.2,28.48,34672
30.4,24.62,32503
57.56,25.15,34142
28.27,25.04,43970
45.27,15.85,35313
55.22,16.13,20567
48.97,25.58,24508
49.25,28.9,34369
57.21,29.31,5940
34.55,24.46,8017
45.02,23.26,12090
66.91,15.44,38273
52.58,36.19,9012
59.34,21.91,35219
49.97,26.0,8779
47.43,13.51,49109
45.44,14.41,31765
46.29,18.81,29374
32.78,12.08,38093
34.66,17.41,48295
45.9,15.27,29144
39.23,21.2,30095
33.44,19.78,34384
41.04,21.48,24192
37.18,14.68,19183
62.15,22.58,33896
40.74,13.22,9347
40.73,23.35,10665
38.32,19.31,16462
57.99,18.48,11709
57.85,22.84,22685
47.0,24.11,26229
45.45,20.47,39554
46.85,20.76,48941
49.49,13.96,44912
49.56,14.04,24037
30.41,14.24,7195
35.57,20.34,29579
54.24,22.64,35187
33.14,38.52,13955
45.4,23.94,11481
32.0,23.47,24518
48.55,27.41,38256
35.81,18.4,49130
48.36,32.55,49372
37.83,16.99,9804
58.35,15.3,32771
51.1,20.84,43455
36.04,18.36,7037
61.71,20.68,14079
29.11,35.52,40375
56.99,19.61,42210
33.77,17.26,11460
48.46,29.22,15403
39.52,18.17,31184
42.38,20.86,42502
45.95,21.62,28441
60.19,21.03,18725
32.59,12.97,23198
48.09,21.98,11820
40.43,25.01,11425
45.98,19.29,10369
27.88,21.67,33143
47.5,24.6,20985
48.55,14.15,32919
44.01,25.02,16428
26.02,21.12,49982
66.94,19.18,23059
56.72,28.48,27836
45.94,25.31,16049
55.19,17.25,40581
38.63,32.94,46943
44.98,34.29,46064
53.97,22.14,22536
46.14,27.54,16364
48.47,17.28,9487
57.0,18.31,23405
49.23,26.32,8156
40.08,17.15,49443
32.04,22.46,13916
60.77,22.12,32730
33.37,21.37,46088
29.82,17.84,38310
27.83,33.12,38804
57.86,22.46,18985
60.08,14.21,28126
40.43,33.17,28334
55.03,27.56,45653
45.75,14.99,10251
55.51,23.37,40459
46.78,36.06,36842
24.12,16.5,36323
47.25,10.25,47283
60.56,29.44,25327
38.89,25.49,15213
28.25,18.45,5108
58.22,18.73,12782
55.03,17.51,7481
41.13,22.25,27539
47.53,19.38,32503
52.05,19.78,11471
45.5,18.77,25721
48.84,25.99,34728
55.46,12.8,35632
50.66,25.05,9832
33.85,24.47,46508
58.55,33.09,33791
48.54,15.97,43192
45.81,33.13,44811
54.74,22.92,37161
29.65,31.05,24887
49.16,27.7,45401
48.82,30.84,38252
46.65,27.83,25283
50.21,16.52,6838
51.76,23.73,34951
38.64,14.64,42278
37.59,17.48,14963
46.09,19.88,24167
38.42,19.23,35832
32.54,26.28,32119
51.61,42.85,38897
41.63,29.96,37142
45.94,40.32,44770
50.49,13.47,49404
51.15,12.81,15720
49.9,19.5,14062
40.21,30.02,21983
58.87,18.33,47467
47.87,22.6,21587
58.31,16.01,11263
35.52,20.25,29768
45.69,19.82,29868
25.4,33.98,49348
56.03,31.86,24530
49.47,22.3,34281
33.26,20.21,23568
44.19,18.31,18991
38.64,11.26,35915
50.58,36.61,31263
54.47,14.08,42735
23.22,16.19,46153
49.32,19.5,25286
30.77,22.44,34865
52.05,25.64,48837
61.81,26.87,5688
60.95,33.37,32912
51.51,28.74,13352
41.3,18.91,14217
45.02,25.58,19515
33.46,25.14,20187
58.69,18.91,37146
56.01,14.37,9223
45.65,23.47,42962
32.33,16.01,40327
63.11,19.04,48192
41.55,13.84,10519
60.97,13.72,46789
32.42,16.84,15555
42.41,23.04,36586
45.28,21.57,8682
58.28,24.27,26104
23.96,20.05,37307
29.79,19.14,17517
52.5,31.73,26203
58.79,20.29,23147
64.19,20.24,19183
52.94,12.61,27731
59.32,25.89,40248
67.32,19.11,49343
37.1,22.29,41042
46.98,21.61,48990
56.06,31.94,41460
60.5,30.19,28192
25.77,18.96,22714
59.91,17.78,28964
28.78,19.25,25541
59.16,15.11,15364
44.93,24.1,18946
52.28,13.97,6754
35.03,20.2,47261
44.22,14.38,32575
59.32,20.69,28773
53.5,33.63,41433
42.3,14.57,44829
38.93,16.08,31405
64.94,15.69,19900
26.04,19.13,36210
52.03,26.53,31611
29.62,20.42,21896
42.5,16.83,42625
38.05,28.01,8163
65.36,32.14,23501
50.11,20.06,20637
61.28,22.39,14053
44.2,18.63,13018
66.47,23.7,28509
58.31,20.5,45309
32.03,21.96,20670
48.42,28.32,22655
40.53,26.88,11788
36.56,22.96,11524
43.49,21.93,18411
51.33,16.16,42941
43.28,26.7,46807
36.87,16.17,17414
50.09,30.75,18133
40.11,33.95,45805
61.91,17.36,42798
41.12,28.12,21469
36.17,16.48,6855
63.06,24.2,45394
40.03,29.88,30913
53.19,29.47,9684
46.67,17.59,41926
52.13,10.45,46142
53.89,27.64,11707
47.24,26.49,42233
66.65,30.04,9941
42.68,14.77,30641
29.88,19.64,44131
52.82,15.57,16679
53.29,25.61,45587
61.84,25.32,8657
36.67,23.75,23619
51.59,22.04,34788
43.43,21.06,22047
49.52,21.11,5531
42.6,15.12,24568
47.24,19.08,31429
47.81,22.3,18985
50.04,19.11,23425
35.84,23.94,10126
41.38,16.14,21844
42.7,29.7,12346
54.56,17.18,14783
66.54,30.31,48765
54.2,21.26,15425
25.02,31.13,35366
24.13,29.55,44413
46.99,9.69,43719
50.97,26.36,33274
35.88,20.82,15208
65.01,17.54,33984
45.79,20.89,44466
38.28,18.15,17107
43.1,21.96,23764
46.22,22.41,16439
51.97,26.31,5213
38.88,15.0,23539
51.7,26.28,25851
39.89,22.32,33960
56.16,15.26,46618
51.75,23.75,32595
27.29,18.99,27379
56.19,20.09,15247
55.82,27.34,8413
43.67,17.54,14777
48.99,14.76,40848
60.24,31.99,43287
57.32,33.39,31133
39.35,36.55,34862
38.08,22.03,28394
33.21,26.1,42542
42.62,14.4,32677
50.94,19.14,46909
29.65,13.79,49502
48.99,21.35,12342
56.24,19.44,5316
46.6,37.02,26424
36.55,15.89,21528
52.72,27.05,36644
31.57,17.74,8038
58.3,10.75,35018
42.45,21.44,43904
46.21,24.51,20815
41.61,29.23,27603
43.62,19.85,26689
64.6,20.31,14106
49.62,26.43,47792
37.24,24.22,9039
44.9,14.24,8812
59.99,20.06,33693
58.23,20.43,24228
52.86,25.02,20943
38.72,18.79,48748
45.42,26.99,26517
39.57,32.13,30824
49.23,14.62,42295
45.18,23.9,18808
47.53,29.59,13400
42.12,21.7,29449
59.24,16.86,48530
51.04,17.05,37996
34.0,16.19,31939
33.6,21.24,25991
55.73,18.26,17539
31.86,23.69,38436
48.56,34.01,45267
52.64,19.33,26622
42.59,33.76,32138
65.26,27.42,17326
38.17,12.63,35950
39.92,23.29,19292
49.77,18.59,39245
58.35,17.26,46034
43.17,17.72,13497
45.56,20.06,29842
63.04,20.69,33817
39.34,7.65,5390
45.39,17.63,33813
57.67,32.41,19718
52.63,23.98,26495
58.52,13.06,10584
42.6,28.26,6843
32.51,19.89,39307
43.37,30.27,42660
42.44,26.66,21523
34.17,20.03,31569
58.29,19.73,24148
42.25,15.77,22276
54.0,20.86,29688
32.67,23.54,25994
29.68,34.49,10930
50.54,33.08,49404
42.61,14.99,41325
51.75,22.44,26734
54.72,22.23,42084
52.55,12.24,14902
51.4,27.16,29372
61.27,24.79,38404
32.24,13.89,40558
61.87,26.19,35163
67.42,32.19,25892
35.71,27.05,44580
50.5,21.72,9585
56.77,23.17,25483
36.51,19.03,22965
43.99,14.31,20435
32.62,25.16,33036
